param_name,biome,forcing,criteria,variable,measure,x
default,Ice sheet,CTL2010,GPP_mean_Ice sheet,GPP,mean,0.0
default,Ice sheet,CTL2010,GPP_iav_Ice sheet,GPP,iav,0.0
default,Tropical rain forest,CTL2010,GPP_mean_Tropical rain forest,GPP,mean,3.106732782060339e-06
default,Tropical rain forest,CTL2010,GPP_iav_Tropical rain forest,GPP,iav,4.198930700142606e-08
default,Tropical seasonal forest/savanna,CTL2010,GPP_mean_Tropical seasonal forest/savanna,GPP,mean,1.514808379174362e-05
default,Tropical seasonal forest/savanna,CTL2010,GPP_iav_Tropical seasonal forest/savanna,GPP,iav,2.0592685467297574e-07
default,Subtropical desert,CTL2010,GPP_mean_Subtropical desert,GPP,mean,1.9534226012487316e-06
default,Subtropical desert,CTL2010,GPP_iav_Subtropical desert,GPP,iav,2.2655171324056786e-07
default,Temperate rain forest,CTL2010,GPP_mean_Temperate rain forest,GPP,mean,1.0287783944905449e-07
default,Temperate rain forest,CTL2010,GPP_iav_Temperate rain forest,GPP,iav,1.7809513057245129e-09
default,Temperate seasonal forest,CTL2010,GPP_mean_Temperate seasonal forest,GPP,mean,3.4970746143947855e-06
default,Temperate seasonal forest,CTL2010,GPP_iav_Temperate seasonal forest,GPP,iav,4.303659157799985e-08
default,Woodland/shrubland,CTL2010,GPP_mean_Woodland/shrubland,GPP,mean,4.099014707159251e-06
default,Woodland/shrubland,CTL2010,GPP_iav_Woodland/shrubland,GPP,iav,1.9250702207418195e-07
default,Temperate grassland/desert,CTL2010,GPP_mean_Temperate grassland/desert,GPP,mean,5.687211758557665e-07
default,Temperate grassland/desert,CTL2010,GPP_iav_Temperate grassland/desert,GPP,iav,5.914426457703082e-08
default,Boreal forest,CTL2010,GPP_mean_Boreal forest,GPP,mean,2.8272202105724004e-06
default,Boreal forest,CTL2010,GPP_iav_Boreal forest,GPP,iav,6.1347160181206e-08
default,Tundra,CTL2010,GPP_mean_Tundra,GPP,mean,1.4319367049940029e-06
default,Tundra,CTL2010,GPP_iav_Tundra,GPP,iav,4.684865986452929e-08
default,Ice sheet,CTL2010,HR_mean_Ice sheet,HR,mean,5.594899864616218e-12
default,Ice sheet,CTL2010,HR_iav_Ice sheet,HR,iav,3.695186118518299e-12
default,Tropical rain forest,CTL2010,HR_mean_Tropical rain forest,HR,mean,1.3151379895694105e-06
default,Tropical rain forest,CTL2010,HR_iav_Tropical rain forest,HR,iav,3.699721835342961e-08
default,Tropical seasonal forest/savanna,CTL2010,HR_mean_Tropical seasonal forest/savanna,HR,mean,6.034282273569284e-06
default,Tropical seasonal forest/savanna,CTL2010,HR_iav_Tropical seasonal forest/savanna,HR,iav,6.467194274360966e-08
default,Subtropical desert,CTL2010,HR_mean_Subtropical desert,HR,mean,5.99231403187531e-07
default,Subtropical desert,CTL2010,HR_iav_Subtropical desert,HR,iav,3.504121647359708e-08
default,Temperate rain forest,CTL2010,HR_mean_Temperate rain forest,HR,mean,4.513206822526372e-08
default,Temperate rain forest,CTL2010,HR_iav_Temperate rain forest,HR,iav,7.061041616660099e-10
default,Temperate seasonal forest,CTL2010,HR_mean_Temperate seasonal forest,HR,mean,1.5488565502941587e-06
default,Temperate seasonal forest,CTL2010,HR_iav_Temperate seasonal forest,HR,iav,3.2303964767624685e-08
default,Woodland/shrubland,CTL2010,HR_mean_Woodland/shrubland,HR,mean,1.64294908119151e-06
default,Woodland/shrubland,CTL2010,HR_iav_Woodland/shrubland,HR,iav,7.194829021575428e-08
default,Temperate grassland/desert,CTL2010,HR_mean_Temperate grassland/desert,HR,mean,2.397709522980173e-07
default,Temperate grassland/desert,CTL2010,HR_iav_Temperate grassland/desert,HR,iav,1.1262917198273363e-08
default,Boreal forest,CTL2010,HR_mean_Boreal forest,HR,mean,1.397651417431576e-06
default,Boreal forest,CTL2010,HR_iav_Boreal forest,HR,iav,4.411167155209257e-08
default,Tundra,CTL2010,HR_mean_Tundra,HR,mean,7.765607775661334e-07
default,Tundra,CTL2010,HR_iav_Tundra,HR,iav,4.437304608482029e-08
default,Ice sheet,CTL2010,AR_mean_Ice sheet,AR,mean,2.334352385625257e-20
default,Ice sheet,CTL2010,AR_iav_Ice sheet,AR,iav,4.7408758120680636e-20
default,Tropical rain forest,CTL2010,AR_mean_Tropical rain forest,AR,mean,1.7906677162265087e-06
default,Tropical rain forest,CTL2010,AR_iav_Tropical rain forest,AR,iav,2.4194424547608737e-08
default,Tropical seasonal forest/savanna,CTL2010,AR_mean_Tropical seasonal forest/savanna,AR,mean,8.787028564335758e-06
default,Tropical seasonal forest/savanna,CTL2010,AR_iav_Tropical seasonal forest/savanna,AR,iav,1.1996947313077575e-07
default,Subtropical desert,CTL2010,AR_mean_Subtropical desert,AR,mean,1.264084197315332e-06
default,Subtropical desert,CTL2010,AR_iav_Subtropical desert,AR,iav,1.5531707543658248e-07
default,Temperate rain forest,CTL2010,AR_mean_Temperate rain forest,AR,mean,5.755136350931148e-08
default,Temperate rain forest,CTL2010,AR_iav_Temperate rain forest,AR,iav,1.0789252372525866e-09
default,Temperate seasonal forest,CTL2010,AR_mean_Temperate seasonal forest,AR,mean,1.923894596514374e-06
default,Temperate seasonal forest,CTL2010,AR_iav_Temperate seasonal forest,AR,iav,3.442717235333884e-08
default,Woodland/shrubland,CTL2010,AR_mean_Woodland/shrubland,AR,mean,2.370202617307215e-06
default,Woodland/shrubland,CTL2010,AR_iav_Woodland/shrubland,AR,iav,1.3730093025642496e-07
default,Temperate grassland/desert,CTL2010,AR_mean_Temperate grassland/desert,AR,mean,3.0885439920154274e-07
default,Temperate grassland/desert,CTL2010,AR_iav_Temperate grassland/desert,AR,iav,3.2186889451513497e-08
default,Boreal forest,CTL2010,AR_mean_Boreal forest,AR,mean,1.3873854316023514e-06
default,Boreal forest,CTL2010,AR_iav_Boreal forest,AR,iav,3.555594767406391e-08
default,Tundra,CTL2010,AR_mean_Tundra,AR,mean,6.41271276685166e-07
default,Tundra,CTL2010,AR_iav_Tundra,AR,iav,3.052417243725988e-08
default,Ice sheet,CTL2010,ALBEDO_allSW_mean_Ice sheet,ALBEDO_allSW,mean,0.010451378152043831
default,Ice sheet,CTL2010,ALBEDO_allSW_iav_Ice sheet,ALBEDO_allSW,iav,6.340185797359081e-05
default,Tropical rain forest,CTL2010,ALBEDO_allSW_mean_Tropical rain forest,ALBEDO_allSW,mean,0.005549057535919264
default,Tropical rain forest,CTL2010,ALBEDO_allSW_iav_Tropical rain forest,ALBEDO_allSW,iav,3.817687355526495e-06
default,Tropical seasonal forest/savanna,CTL2010,ALBEDO_allSW_mean_Tropical seasonal forest/savanna,ALBEDO_allSW,mean,0.04312367831634962
default,Tropical seasonal forest/savanna,CTL2010,ALBEDO_allSW_iav_Tropical seasonal forest/savanna,ALBEDO_allSW,iav,7.727725115550176e-05
default,Subtropical desert,CTL2010,ALBEDO_allSW_mean_Subtropical desert,ALBEDO_allSW,mean,0.06346632932454657
default,Subtropical desert,CTL2010,ALBEDO_allSW_iav_Subtropical desert,ALBEDO_allSW,iav,0.0002862583481506065
default,Temperate rain forest,CTL2010,ALBEDO_allSW_mean_Temperate rain forest,ALBEDO_allSW,mean,0.0004193354773863924
default,Temperate rain forest,CTL2010,ALBEDO_allSW_iav_Temperate rain forest,ALBEDO_allSW,iav,1.5061320640792487e-05
default,Temperate seasonal forest,CTL2010,ALBEDO_allSW_mean_Temperate seasonal forest,ALBEDO_allSW,mean,0.016535768858512045
default,Temperate seasonal forest,CTL2010,ALBEDO_allSW_iav_Temperate seasonal forest,ALBEDO_allSW,iav,0.00037083962879834025
default,Woodland/shrubland,CTL2010,ALBEDO_allSW_mean_Woodland/shrubland,ALBEDO_allSW,mean,0.030879366526979785
default,Woodland/shrubland,CTL2010,ALBEDO_allSW_iav_Woodland/shrubland,ALBEDO_allSW,iav,0.0008082412962191472
default,Temperate grassland/desert,CTL2010,ALBEDO_allSW_mean_Temperate grassland/desert,ALBEDO_allSW,mean,0.016400686599856256
default,Temperate grassland/desert,CTL2010,ALBEDO_allSW_iav_Temperate grassland/desert,ALBEDO_allSW,iav,0.00029714474831211486
default,Boreal forest,CTL2010,ALBEDO_allSW_mean_Boreal forest,ALBEDO_allSW,mean,0.027263186731651855
default,Boreal forest,CTL2010,ALBEDO_allSW_iav_Boreal forest,ALBEDO_allSW,iav,0.0003683082579357801
default,Tundra,CTL2010,ALBEDO_allSW_mean_Tundra,ALBEDO_allSW,mean,0.03722054285878014
default,Tundra,CTL2010,ALBEDO_allSW_iav_Tundra,ALBEDO_allSW,iav,0.0002708506265185696
default,Ice sheet,CTL2010,ET_mean_Ice sheet,ET,mean,-5.186349530151815e-09
default,Ice sheet,CTL2010,ET_iav_Ice sheet,ET,iav,3.315158354827865e-09
default,Tropical rain forest,CTL2010,ET_mean_Tropical rain forest,ET,mean,1.3020297575317754e-06
default,Tropical rain forest,CTL2010,ET_iav_Tropical rain forest,ET,iav,3.942387197818049e-08
default,Tropical seasonal forest/savanna,CTL2010,ET_mean_Tropical seasonal forest/savanna,ET,mean,7.551490102255985e-06
default,Tropical seasonal forest/savanna,CTL2010,ET_iav_Tropical seasonal forest/savanna,ET,iav,9.908811435187669e-08
default,Subtropical desert,CTL2010,ET_mean_Subtropical desert,ET,mean,1.5898111424933204e-06
default,Subtropical desert,CTL2010,ET_iav_Subtropical desert,ET,iav,1.3459555584784678e-07
default,Temperate rain forest,CTL2010,ET_mean_Temperate rain forest,ET,mean,2.8978423147452146e-08
default,Temperate rain forest,CTL2010,ET_iav_Temperate rain forest,ET,iav,8.263076655712263e-10
default,Temperate seasonal forest,CTL2010,ET_mean_Temperate seasonal forest,ET,mean,1.2701238203968984e-06
default,Temperate seasonal forest,CTL2010,ET_iav_Temperate seasonal forest,ET,iav,2.2046280536820743e-08
default,Woodland/shrubland,CTL2010,ET_mean_Woodland/shrubland,ET,mean,1.9871815859018286e-06
default,Woodland/shrubland,CTL2010,ET_iav_Woodland/shrubland,ET,iav,5.361654332279859e-08
default,Temperate grassland/desert,CTL2010,ET_mean_Temperate grassland/desert,ET,mean,4.818482425254731e-07
default,Temperate grassland/desert,CTL2010,ET_iav_Temperate grassland/desert,ET,iav,2.766562583739824e-08
default,Boreal forest,CTL2010,ET_mean_Boreal forest,ET,mean,9.215029933327275e-07
default,Boreal forest,CTL2010,ET_iav_Boreal forest,ET,iav,2.5161837379216543e-08
default,Tundra,CTL2010,ET_mean_Tundra,ET,mean,5.492318964025802e-07
default,Tundra,CTL2010,ET_iav_Tundra,ET,iav,1.671548745924031e-08
default,Ice sheet,C285,EFLX_LH_TOT_mean_Ice sheet,EFLX_LH_TOT,mean,-0.015488190372176589
default,Ice sheet,C285,EFLX_LH_TOT_iav_Ice sheet,EFLX_LH_TOT,iav,0.009264014966204742
default,Tropical rain forest,C285,EFLX_LH_TOT_mean_Tropical rain forest,EFLX_LH_TOT,mean,3.199653085689118
default,Tropical rain forest,C285,EFLX_LH_TOT_iav_Tropical rain forest,EFLX_LH_TOT,iav,0.09272494553255085
default,Tropical seasonal forest/savanna,C285,EFLX_LH_TOT_mean_Tropical seasonal forest/savanna,EFLX_LH_TOT,mean,18.824467595571452
default,Tropical seasonal forest/savanna,C285,EFLX_LH_TOT_iav_Tropical seasonal forest/savanna,EFLX_LH_TOT,iav,0.24000294681857193
default,Subtropical desert,C285,EFLX_LH_TOT_mean_Subtropical desert,EFLX_LH_TOT,mean,3.966566527017169
default,Subtropical desert,C285,EFLX_LH_TOT_iav_Subtropical desert,EFLX_LH_TOT,iav,0.30952804746208906
default,Temperate rain forest,C285,EFLX_LH_TOT_mean_Temperate rain forest,EFLX_LH_TOT,mean,0.0734553873770307
default,Temperate rain forest,C285,EFLX_LH_TOT_iav_Temperate rain forest,EFLX_LH_TOT,iav,0.001991716200413952
default,Temperate seasonal forest,C285,EFLX_LH_TOT_mean_Temperate seasonal forest,EFLX_LH_TOT,mean,3.202695346635167
default,Temperate seasonal forest,C285,EFLX_LH_TOT_iav_Temperate seasonal forest,EFLX_LH_TOT,iav,0.06067747684136636
default,Woodland/shrubland,C285,EFLX_LH_TOT_mean_Woodland/shrubland,EFLX_LH_TOT,mean,4.905917127682262
default,Woodland/shrubland,C285,EFLX_LH_TOT_iav_Woodland/shrubland,EFLX_LH_TOT,iav,0.12573744651358076
default,Temperate grassland/desert,C285,EFLX_LH_TOT_mean_Temperate grassland/desert,EFLX_LH_TOT,mean,1.2055313038915911
default,Temperate grassland/desert,C285,EFLX_LH_TOT_iav_Temperate grassland/desert,EFLX_LH_TOT,iav,0.06520147452983582
default,Boreal forest,C285,EFLX_LH_TOT_mean_Boreal forest,EFLX_LH_TOT,mean,2.3735855183364967
default,Boreal forest,C285,EFLX_LH_TOT_iav_Boreal forest,EFLX_LH_TOT,iav,0.06292401599745694
default,Tundra,C285,EFLX_LH_TOT_mean_Tundra,EFLX_LH_TOT,mean,1.3948495319085235
default,Tundra,C285,EFLX_LH_TOT_iav_Tundra,EFLX_LH_TOT,iav,0.049071372167591096
default,Ice sheet,C285,FSH_mean_Ice sheet,FSH,mean,-0.23536038760765607
default,Ice sheet,C285,FSH_iav_Ice sheet,FSH,iav,0.03222765041444566
default,Tropical rain forest,C285,FSH_mean_Tropical rain forest,FSH,mean,0.7048101027864928
default,Tropical rain forest,C285,FSH_iav_Tropical rain forest,FSH,iav,0.05785618794755867
default,Tropical seasonal forest/savanna,C285,FSH_mean_Tropical seasonal forest/savanna,FSH,mean,10.2533540240308
default,Tropical seasonal forest/savanna,C285,FSH_iav_Tropical seasonal forest/savanna,FSH,iav,0.17261208679248338
default,Subtropical desert,C285,FSH_mean_Subtropical desert,FSH,mean,11.894377802056573
default,Subtropical desert,C285,FSH_iav_Subtropical desert,FSH,iav,0.11636559047172379
default,Temperate rain forest,C285,FSH_mean_Temperate rain forest,FSH,mean,0.028020044673266124
default,Temperate rain forest,C285,FSH_iav_Temperate rain forest,FSH,iav,0.003984778850101576
default,Temperate seasonal forest,C285,FSH_mean_Temperate seasonal forest,FSH,mean,1.5753332092255727
default,Temperate seasonal forest,C285,FSH_iav_Temperate seasonal forest,FSH,iav,0.07167265783780685
default,Woodland/shrubland,C285,FSH_mean_Woodland/shrubland,FSH,mean,4.003102416812025
default,Woodland/shrubland,C285,FSH_iav_Woodland/shrubland,FSH,iav,0.1134390615175159
default,Temperate grassland/desert,C285,FSH_mean_Temperate grassland/desert,FSH,mean,3.1684879005323383
default,Temperate grassland/desert,C285,FSH_iav_Temperate grassland/desert,FSH,iav,0.04470978195644501
default,Boreal forest,C285,FSH_mean_Boreal forest,FSH,mean,1.857293336837199
default,Boreal forest,C285,FSH_iav_Boreal forest,FSH,iav,0.05992700450652219
default,Tundra,C285,FSH_mean_Tundra,FSH,mean,0.8426759939478883
default,Tundra,C285,FSH_iav_Tundra,FSH,iav,0.12137576421225243
default,Ice sheet,C285,QVEGT_mean_Ice sheet,QVEGT,mean,9.38357266293343e-27
default,Ice sheet,C285,QVEGT_iav_Ice sheet,QVEGT,iav,1.2945011479452151e-27
default,Tropical rain forest,C285,QVEGT_mean_Tropical rain forest,QVEGT,mean,7.904419519123346e-07
default,Tropical rain forest,C285,QVEGT_iav_Tropical rain forest,QVEGT,iav,1.2956336629415338e-08
default,Tropical seasonal forest/savanna,C285,QVEGT_mean_Tropical seasonal forest/savanna,QVEGT,mean,4.6833835105047194e-06
default,Tropical seasonal forest/savanna,C285,QVEGT_iav_Tropical seasonal forest/savanna,QVEGT,iav,3.887208309033027e-08
default,Subtropical desert,C285,QVEGT_mean_Subtropical desert,QVEGT,mean,7.998650038996601e-07
default,Subtropical desert,C285,QVEGT_iav_Subtropical desert,QVEGT,iav,6.916766264189307e-08
default,Temperate rain forest,C285,QVEGT_mean_Temperate rain forest,QVEGT,mean,1.468550111187876e-08
default,Temperate rain forest,C285,QVEGT_iav_Temperate rain forest,QVEGT,iav,2.4017195912661375e-10
default,Temperate seasonal forest,C285,QVEGT_mean_Temperate seasonal forest,QVEGT,mean,8.235749161521154e-07
default,Temperate seasonal forest,C285,QVEGT_iav_Temperate seasonal forest,QVEGT,iav,2.3527702044373927e-08
default,Woodland/shrubland,C285,QVEGT_mean_Woodland/shrubland,QVEGT,mean,1.2465980545905556e-06
default,Woodland/shrubland,C285,QVEGT_iav_Woodland/shrubland,QVEGT,iav,5.4022317269925145e-08
default,Temperate grassland/desert,C285,QVEGT_mean_Temperate grassland/desert,QVEGT,mean,2.255988114412543e-07
default,Temperate grassland/desert,C285,QVEGT_iav_Temperate grassland/desert,QVEGT,iav,2.3654481935050135e-08
default,Boreal forest,C285,QVEGT_mean_Boreal forest,QVEGT,mean,6.056194203988069e-07
default,Boreal forest,C285,QVEGT_iav_Boreal forest,QVEGT,iav,1.8968079718430678e-08
default,Tundra,C285,QVEGT_mean_Tundra,QVEGT,mean,3.135442845584631e-07
default,Tundra,C285,QVEGT_iav_Tundra,QVEGT,iav,1.2652201547152535e-08
default,Ice sheet,C285,QVEGE_mean_Ice sheet,QVEGE,mean,-4.061339530755006e-11
default,Ice sheet,C285,QVEGE_iav_Ice sheet,QVEGE,iav,1.425198341675405e-11
default,Tropical rain forest,C285,QVEGE_mean_Tropical rain forest,QVEGE,mean,3.912041878294928e-07
default,Tropical rain forest,C285,QVEGE_iav_Tropical rain forest,QVEGE,iav,2.7627633903791576e-08
default,Tropical seasonal forest/savanna,C285,QVEGE_mean_Tropical seasonal forest/savanna,QVEGE,mean,1.3878767993719992e-06
default,Tropical seasonal forest/savanna,C285,QVEGE_iav_Tropical seasonal forest/savanna,QVEGE,iav,4.960834143091459e-08
default,Subtropical desert,C285,QVEGE_mean_Subtropical desert,QVEGE,mean,9.294681186523618e-08
default,Subtropical desert,C285,QVEGE_iav_Subtropical desert,QVEGE,iav,1.0366923425162373e-08
default,Temperate rain forest,C285,QVEGE_mean_Temperate rain forest,QVEGE,mean,1.1082739382027675e-08
default,Temperate rain forest,C285,QVEGE_iav_Temperate rain forest,QVEGE,iav,6.839001139800584e-10
default,Temperate seasonal forest,C285,QVEGE_mean_Temperate seasonal forest,QVEGE,mean,2.1670373385348513e-07
default,Temperate seasonal forest,C285,QVEGE_iav_Temperate seasonal forest,QVEGE,iav,9.941058484662152e-09
default,Woodland/shrubland,C285,QVEGE_mean_Woodland/shrubland,QVEGE,mean,2.3609036335022966e-07
default,Woodland/shrubland,C285,QVEGE_iav_Woodland/shrubland,QVEGE,iav,8.03343625853743e-09
default,Temperate grassland/desert,C285,QVEGE_mean_Temperate grassland/desert,QVEGE,mean,1.9112857091824954e-08
default,Temperate grassland/desert,C285,QVEGE_iav_Temperate grassland/desert,QVEGE,iav,2.065850816333503e-09
default,Boreal forest,C285,QVEGE_mean_Boreal forest,QVEGE,mean,1.282798191242481e-07
default,Boreal forest,C285,QVEGE_iav_Boreal forest,QVEGE,iav,4.894650443539561e-09
default,Tundra,C285,QVEGE_mean_Tundra,QVEGE,mean,4.076658183863867e-08
default,Tundra,C285,QVEGE_iav_Tundra,QVEGE,iav,2.3338046451938426e-09
default,Ice sheet,C285,QSOIL_mean_Ice sheet,QSOIL,mean,-5.144393959841982e-09
default,Ice sheet,C285,QSOIL_iav_Ice sheet,QSOIL,iav,3.317479737204507e-09
default,Tropical rain forest,C285,QSOIL_mean_Tropical rain forest,QSOIL,mean,9.770335578631371e-08
default,Tropical rain forest,C285,QSOIL_iav_Tropical rain forest,QSOIL,iav,1.7755970294967476e-09
default,Tropical seasonal forest/savanna,C285,QSOIL_mean_Tropical seasonal forest/savanna,QSOIL,mean,1.4555160273848976e-06
default,Tropical seasonal forest/savanna,C285,QSOIL_iav_Tropical seasonal forest/savanna,QSOIL,iav,4.2325181023706095e-08
default,Subtropical desert,C285,QSOIL_mean_Subtropical desert,QSOIL,mean,6.93169646447411e-07
default,Subtropical desert,C285,QSOIL_iav_Subtropical desert,QSOIL,iav,5.0874408340218546e-08
default,Temperate rain forest,C285,QSOIL_mean_Temperate rain forest,QSOIL,mean,3.5912269009502585e-09
default,Temperate rain forest,C285,QSOIL_iav_Temperate rain forest,QSOIL,iav,1.9199278501852274e-10
default,Temperate seasonal forest,C285,QSOIL_mean_Temperate seasonal forest,QSOIL,mean,2.3943964315607223e-07
default,Temperate seasonal forest,C285,QSOIL_iav_Temperate seasonal forest,QSOIL,iav,6.4566114495635735e-09
default,Woodland/shrubland,C285,QSOIL_mean_Woodland/shrubland,QSOIL,mean,4.786985951738099e-07
default,Woodland/shrubland,C285,QSOIL_iav_Woodland/shrubland,QSOIL,iav,1.572914413682156e-08
default,Temperate grassland/desert,C285,QSOIL_mean_Temperate grassland/desert,QSOIL,mean,2.3695402064729764e-07
default,Temperate grassland/desert,C285,QSOIL_iav_Temperate grassland/desert,QSOIL,iav,6.46502138390619e-09
default,Boreal forest,C285,QSOIL_mean_Boreal forest,QSOIL,mean,2.1489121704410364e-07
default,Boreal forest,C285,QSOIL_iav_Boreal forest,QSOIL,iav,6.790999021107496e-09
default,Tundra,C285,QSOIL_mean_Tundra,QSOIL,mean,2.0362302822465558e-07
default,Tundra,C285,QSOIL_iav_Tundra,QSOIL,iav,1.0384373530003165e-08
default,Ice sheet,C285,FSR_mean_Ice sheet,FSR,mean,1.3713365877442136
default,Ice sheet,C285,FSR_iav_Ice sheet,FSR,iav,0.019204690118889638
default,Tropical rain forest,C285,FSR_mean_Tropical rain forest,FSR,mean,1.0969786839130538
default,Tropical rain forest,C285,FSR_iav_Tropical rain forest,FSR,iav,0.009949815608835158
default,Tropical seasonal forest/savanna,C285,FSR_mean_Tropical seasonal forest/savanna,FSR,mean,9.180007136376831
default,Tropical seasonal forest/savanna,C285,FSR_iav_Tropical seasonal forest/savanna,FSR,iav,0.053384148966770455
default,Subtropical desert,C285,FSR_mean_Subtropical desert,FSR,mean,15.518938851798813
default,Subtropical desert,C285,FSR_iav_Subtropical desert,FSR,iav,0.11889213325174168
default,Temperate rain forest,C285,FSR_mean_Temperate rain forest,FSR,mean,0.047208942460121875
default,Temperate rain forest,C285,FSR_iav_Temperate rain forest,FSR,iav,0.0014411999675672772
default,Temperate seasonal forest,C285,FSR_mean_Temperate seasonal forest,FSR,mean,2.1129638320346396
default,Temperate seasonal forest,C285,FSR_iav_Temperate seasonal forest,FSR,iav,0.052359290406119384
default,Woodland/shrubland,C285,FSR_mean_Woodland/shrubland,FSR,mean,4.342911886520508
default,Woodland/shrubland,C285,FSR_iav_Woodland/shrubland,FSR,iav,0.09236385411480082
default,Temperate grassland/desert,C285,FSR_mean_Temperate grassland/desert,FSR,mean,2.955356831750316
default,Temperate grassland/desert,C285,FSR_iav_Temperate grassland/desert,FSR,iav,0.03051401634392529
default,Boreal forest,C285,FSR_mean_Boreal forest,FSR,mean,2.8644835647888915
default,Boreal forest,C285,FSR_iav_Boreal forest,FSR,iav,0.06337780397557469
default,Tundra,C285,FSR_mean_Tundra,FSR,mean,3.2486637491765307
default,Tundra,C285,FSR_iav_Tundra,FSR,iav,0.037428892507528254
default,Ice sheet,C285,FSDS_mean_Ice sheet,FSDS,mean,1.7874442545929097
default,Ice sheet,C285,FSDS_iav_Ice sheet,FSDS,iav,0.017722274294217237
default,Tropical rain forest,C285,FSDS_mean_Tropical rain forest,FSDS,mean,6.387212760375864
default,Tropical rain forest,C285,FSDS_iav_Tropical rain forest,FSDS,iav,0.058541423081682746
default,Tropical seasonal forest/savanna,C285,FSDS_mean_Tropical seasonal forest/savanna,FSDS,mean,55.627565076488544
default,Tropical seasonal forest/savanna,C285,FSDS_iav_Tropical seasonal forest/savanna,FSDS,iav,0.23376980317805682
default,Subtropical desert,C285,FSDS_mean_Subtropical desert,FSDS,mean,55.09169128918647
default,Subtropical desert,C285,FSDS_iav_Subtropical desert,FSDS,iav,0.22618730450410962
default,Temperate rain forest,C285,FSDS_mean_Temperate rain forest,FSDS,mean,0.2573822705127758
default,Temperate rain forest,C285,FSDS_iav_Temperate rain forest,FSDS,iav,0.004147689285532838
default,Temperate seasonal forest,C285,FSDS_mean_Temperate seasonal forest,FSDS,mean,11.152129970597706
default,Temperate seasonal forest,C285,FSDS_iav_Temperate seasonal forest,FSDS,iav,0.05485945496206571
default,Woodland/shrubland,C285,FSDS_mean_Woodland/shrubland,FSDS,mean,21.868370748376584
default,Woodland/shrubland,C285,FSDS_iav_Woodland/shrubland,FSDS,iav,0.07189349835009333
default,Temperate grassland/desert,C285,FSDS_mean_Temperate grassland/desert,FSDS,mean,13.70082291885384
default,Temperate grassland/desert,C285,FSDS_iav_Temperate grassland/desert,FSDS,iav,0.029106657743329576
default,Boreal forest,C285,FSDS_mean_Boreal forest,FSDS,mean,11.963304212352957
default,Boreal forest,C285,FSDS_iav_Boreal forest,FSDS,iav,0.10179433238168006
default,Tundra,C285,FSDS_mean_Tundra,FSDS,mean,9.167105405868535
default,Tundra,C285,FSDS_iav_Tundra,FSDS,iav,0.06045900820248317
default,Ice sheet,C285,TSA_mean_Ice sheet,TSA,mean,4.216672246586126
default,Ice sheet,C285,TSA_iav_Ice sheet,TSA,iav,0.008203236746031795
default,Tropical rain forest,C285,TSA_mean_Tropical rain forest,TSA,mean,9.557493050584723
default,Tropical rain forest,C285,TSA_iav_Tropical rain forest,TSA,iav,0.005255674540669618
default,Tropical seasonal forest/savanna,C285,TSA_mean_Tropical seasonal forest/savanna,TSA,mean,76.38954435079845
default,Tropical seasonal forest/savanna,C285,TSA_iav_Tropical seasonal forest/savanna,TSA,iav,0.037566429795146045
default,Subtropical desert,C285,TSA_mean_Subtropical desert,TSA,mean,67.99952477946536
default,Subtropical desert,C285,TSA_iav_Subtropical desert,TSA,iav,0.0433901890812349
default,Temperate rain forest,C285,TSA_mean_Temperate rain forest,TSA,mean,0.5784250834774528
default,Temperate rain forest,C285,TSA_iav_Temperate rain forest,TSA,iav,0.0005387654862197482
default,Temperate seasonal forest,C285,TSA_mean_Temperate seasonal forest,TSA,mean,21.74840151343999
default,Temperate seasonal forest,C285,TSA_iav_Temperate seasonal forest,TSA,iav,0.014882897549493724
default,Woodland/shrubland,C285,TSA_mean_Woodland/shrubland,TSA,mean,38.380267353267435
default,Woodland/shrubland,C285,TSA_iav_Woodland/shrubland,TSA,iav,0.024945907739767726
default,Temperate grassland/desert,C285,TSA_mean_Temperate grassland/desert,TSA,mean,20.300597400830366
default,Temperate grassland/desert,C285,TSA_iav_Temperate grassland/desert,TSA,iav,0.014984410140140483
default,Boreal forest,C285,TSA_mean_Boreal forest,TSA,mean,24.999841032584488
default,Boreal forest,C285,TSA_iav_Boreal forest,TSA,iav,0.03479624643081578
default,Tundra,C285,TSA_mean_Tundra,TSA,mean,22.897029340306027
default,Tundra,C285,TSA_iav_Tundra,TSA,iav,0.03403280553002865
default,Ice sheet,C285,TSKIN_mean_Ice sheet,TSKIN,mean,4.1922744127582465
default,Ice sheet,C285,TSKIN_iav_Ice sheet,TSKIN,iav,0.01061790411057071
default,Tropical rain forest,C285,TSKIN_mean_Tropical rain forest,TSKIN,mean,9.559689816541201
default,Tropical rain forest,C285,TSKIN_iav_Tropical rain forest,TSKIN,iav,0.004656793755003197
default,Tropical seasonal forest/savanna,C285,TSKIN_mean_Tropical seasonal forest/savanna,TSKIN,mean,76.66340635409301
default,Tropical seasonal forest/savanna,C285,TSKIN_iav_Tropical seasonal forest/savanna,TSKIN,iav,0.03751548933824897
default,Subtropical desert,C285,TSKIN_mean_Subtropical desert,TSKIN,mean,68.50049869842096
default,Subtropical desert,C285,TSKIN_iav_Subtropical desert,TSKIN,iav,0.0459725190773364
default,Temperate rain forest,C285,TSKIN_mean_Temperate rain forest,TSKIN,mean,0.5781010636330179
default,Temperate rain forest,C285,TSKIN_iav_Temperate rain forest,TSKIN,iav,0.0005573980964425023
