param_name,biome,criteria,rank,variable,measure,xmin,xmax,range
kmax,global,EFLX_LH_TOT_MEAN_global,1,EFLX_LH_TOT,mean,34.41617160825666,41.27118529380055,6.855013685543888
fff,global,EFLX_LH_TOT_MEAN_global,2,EFLX_LH_TOT,mean,34.91845014638981,40.60418522827785,5.6857350818880406
medlynslope,global,EFLX_LH_TOT_MEAN_global,3,EFLX_LH_TOT,mean,36.262233261864345,41.66245885313053,5.400225591266185
liq_canopy_storage_scalar,global,EFLX_LH_TOT_MEAN_global,4,EFLX_LH_TOT,mean,38.64931122297238,42.746200751048434,4.096889528076055
medlynintercept,global,EFLX_LH_TOT_MEAN_global,5,EFLX_LH_TOT,mean,39.08078437729262,43.13868095242509,4.057896575132467
maximum_leaf_wetted_fraction,global,EFLX_LH_TOT_MEAN_global,6,EFLX_LH_TOT,mean,37.096792283060324,41.13371341985128,4.0369211367909585
krmax,global,EFLX_LH_TOT_MEAN_global,7,EFLX_LH_TOT,mean,36.94951420088006,40.66431778080502,3.7148035799249612
jmaxb0,global,EFLX_LH_TOT_MEAN_global,8,EFLX_LH_TOT,mean,37.3115470310142,40.660052174828195,3.3485051438139948
leafcn,global,EFLX_LH_TOT_MEAN_global,9,EFLX_LH_TOT,mean,40.67067332541713,37.496337558884235,3.1743357665328915
wc2wjb0,global,EFLX_LH_TOT_MEAN_global,10,EFLX_LH_TOT,mean,37.886223056114765,40.92512799561307,3.038904939498302
frac_sat_soil_dsl_init,global,EFLX_LH_TOT_MEAN_global,11,EFLX_LH_TOT,mean,41.260655084587796,38.430989166910365,2.8296659176774313
jmaxb1,global,EFLX_LH_TOT_MEAN_global,12,EFLX_LH_TOT,mean,37.13179830603629,39.925376651525696,2.793578345489408
psi50,global,EFLX_LH_TOT_MEAN_global,13,EFLX_LH_TOT,mean,37.42619440193591,40.165180004340925,2.738985602405016
theta_cj,global,EFLX_LH_TOT_MEAN_global,14,EFLX_LH_TOT,mean,37.26206979847402,39.71785449906743,2.455784700593405
cv,global,EFLX_LH_TOT_MEAN_global,15,EFLX_LH_TOT,mean,37.84179781907124,40.23507267840671,2.3932748593354702
sand_pf,global,EFLX_LH_TOT_MEAN_global,16,EFLX_LH_TOT,mean,40.197776602661,37.8248824949022,2.3728941077588033
d_max,global,EFLX_LH_TOT_MEAN_global,17,EFLX_LH_TOT,mean,39.63802450597641,37.41093915822715,2.2270853477492594
dleaf,global,EFLX_LH_TOT_MEAN_global,18,EFLX_LH_TOT,mean,41.180815161488646,39.295753977122544,1.8850611843661014
lmr_intercept_atkin,global,EFLX_LH_TOT_MEAN_global,19,EFLX_LH_TOT,mean,39.83036287227166,38.242053480877715,1.588309391393942
